time, G_01, G_02,G_03,G_04,G_05,G_06,G_07,G_08,G_09,G_10
2.321,1297.754,500.756,617.328,588.400,470.827,601.438,521.478,512.100,786.462,233.091
2.322,1297.652,500.779,617.259,588.362,470.875,601.517,521.426,512.276,786.471,233.116
2.323,1297.544,500.801,617.191,588.326,470.923,601.597,521.375,512.453,786.481,233.140
2.324,1297.430,500.824,617.124,588.290,470.971,601.677,521.325,512.631,786.491,233.164
2.325,1297.312,500.847,617.057,588.256,471.020,601.759,521.275,512.810,786.502,233.187
2.326,1297.188,500.870,616.991,588.222,471.069,601.840,521.227,512.989,786.513,233.209
2.327,1297.059,500.893,616.925,588.190,471.119,601.923,521.179,513.168,786.525,233.232
2.328,1296.924,500.916,616.860,588.159,471.169,602.006,521.132,513.349,786.538,233.253
2.329,1296.784,500.939,616.796,588.129,471.219,602.089,521.086,513.530,786.551,233.275
2.330,1296.639,500.962,616.732,588.100,471.270,602.174,521.041,513.712,786.565,233.295
2.331,1296.488,500.985,616.668,588.072,471.321,602.259,520.996,513.894,786.580,233.316
2.332,1296.332,501.008,616.606,588.045,471.373,602.344,520.953,514.077,786.595,233.336
2.333,1296.171,501.032,616.544,588.020,471.425,602.430,520.910,514.260,786.611,233.355
2.334,1296.004,501.055,616.482,587.995,471.477,602.517,520.869,514.444,786.628,233.374
2.335,1295.833,501.078,616.421,587.972,471.530,602.604,520.828,514.629,786.645,233.392
2.336,1295.655,501.102,616.361,587.950,471.583,602.692,520.788,514.814,786.663,233.410
2.337,1295.473,501.126,616.302,587.929,471.637,602.780,520.749,514.999,786.681,233.428
2.338,1295.286,501.149,616.243,587.909,471.691,602.869,520.711,515.185,786.700,233.445
2.339,1295.093,501.173,616.185,587.890,471.745,602.958,520.673,515.372,786.720,233.462
2.340,1294.895,501.197,616.127,587.872,471.800,603.048,520.637,515.559,786.740,233.478
2.341,1294.691,501.221,616.070,587.856,471.855,603.139,520.602,515.747,786.761,233.494
2.342,1294.483,501.244,616.014,587.841,471.910,603.230,520.567,515.935,786.783,233.509
2.343,1294.269,501.268,615.958,587.827,471.966,603.322,520.533,516.123,786.805,233.524
2.344,1294.050,501.292,615.903,587.814,472.022,603.414,520.501,516.312,786.828,233.538
2.345,1293.825,501.317,615.849,587.802,472.079,603.506,520.469,516.501,786.852,233.552
2.346,1293.596,501.341,615.795,587.791,472.136,603.600,520.438,516.691,786.876,233.566
2.347,1293.361,501.365,615.742,587.782,472.193,603.693,520.408,516.881,786.901,233.579
2.348,1293.121,501.389,615.690,587.774,472.250,603.788,520.379,517.072,786.926,233.592
2.349,1292.876,501.413,615.638,587.766,472.308,603.882,520.351,517.262,786.952,233.604
2.350,1292.626,501.438,615.587,587.760,472.366,603.978,520.324,517.454,786.979,233.616
2.351,1292.371,501.462,615.537,587.756,472.425,604.073,520.298,517.645,787.007,233.627
2.352,1292.110,501.487,615.487,587.752,472.484,604.170,520.272,517.837,787.035,233.639
2.353,1291.844,501.511,615.438,587.750,472.543,604.266,520.248,518.029,787.063,233.649
2.354,1291.573,501.536,615.390,587.748,472.603,604.364,520.225,518.221,787.093,233.660
2.355,1291.297,501.560,615.343,587.748,472.663,604.461,520.202,518.414,787.123,233.670
2.356,1291.016,501.585,615.296,587.749,472.723,604.560,520.181,518.607,787.153,233.679
2.357,1290.730,501.610,615.250,587.752,472.783,604.658,520.160,518.800,787.185,233.688
2.358,1290.439,501.635,615.204,587.755,472.844,604.757,520.141,518.993,787.217,233.697
2.359,1290.142,501.659,615.160,587.760,472.906,604.857,520.122,519.187,787.249,233.705
2.360,1289.841,501.684,615.116,587.766,472.967,604.957,520.105,519.381,787.282,233.713
2.361,1289.534,501.709,615.073,587.773,473.029,605.057,520.088,519.575,787.316,233.721
2.362,1289.222,501.734,615.030,587.781,473.091,605.158,520.073,519.769,787.351,233.728
2.363,1288.906,501.759,614.988,587.790,473.154,605.260,520.058,519.963,787.386,233.735
2.364,1288.584,501.784,614.947,587.801,473.217,605.362,520.044,520.158,787.422,233.742
2.365,1288.257,501.809,614.907,587.813,473.280,605.464,520.032,520.352,787.458,233.748
2.366,1287.925,501.834,614.867,587.826,473.343,605.567,520.020,520.547,787.495,233.754
2.367,1287.588,501.860,614.828,587.840,473.407,605.670,520.009,520.742,787.533,233.759
2.368,1287.246,501.885,614.790,587.855,473.471,605.773,520.000,520.937,787.571,233.764
2.369,1286.899,501.910,614.753,587.872,473.535,605.877,519.991,521.132,787.610,233.769
2.370,1286.547,501.935,614.716,587.890,473.600,605.981,519.983,521.327,787.650,233.774
2.371,1286.190,501.961,614.680,587.909,473.665,606.086,519.977,521.522,787.690,233.778
2.372,1285.828,501.986,614.645,587.929,473.730,606.191,519.971,521.717,787.731,233.782
2.373,1285.461,502.012,614.611,587.950,473.795,606.297,519.967,521.912,787.773,233.785
2.374,1285.090,502.037,614.577,587.973,473.861,606.403,519.963,522.107,787.815,233.788
2.375,1284.713,502.063,614.544,587.996,473.927,606.509,519.960,522.303,787.858,233.791
2.376,1284.331,502.088,614.512,588.021,473.994,606.616,519.959,522.498,787.902,233.794
2.377,1283.944,502.114,614.481,588.048,474.060,606.723,519.958,522.693,787.946,233.796
2.378,1283.553,502.139,614.450,588.075,474.127,606.830,519.958,522.888,787.991,233.798
2.379,1283.156,502.165,614.420,588.103,474.195,606.938,519.960,523.083,788.036,233.800
2.380,1282.755,502.191,614.391,588.133,474.262,607.046,519.962,523.278,788.082,233.801
2.381,1282.348,502.217,614.363,588.164,474.330,607.155,519.966,523.473,788.129,233.802
2.382,1281.937,502.242,614.335,588.196,474.398,607.264,519.970,523.667,788.177,233.803
2.383,1281.521,502.268,614.309,588.230,474.466,607.373,519.976,523.862,788.225,233.804
2.384,1281.100,502.294,614.283,588.264,474.535,607.483,519.982,524.057,788.273,233.804
2.385,1280.674,502.320,614.257,588.300,474.604,607.593,519.990,524.251,788.323,233.804
2.386,1280.243,502.346,614.233,588.337,474.673,607.703,519.999,524.445,788.373,233.804
2.387,1279.808,502.372,614.209,588.375,474.742,607.814,520.008,524.639,788.424,233.803
2.388,1279.367,502.398,614.187,588.414,474.812,607.925,520.019,524.833,788.475,233.802
2.389,1278.922,502.424,614.165,588.455,474.882,608.036,520.031,525.027,788.527,233.801
2.390,1278.472,502.450,614.143,588.496,474.952,608.148,520.044,525.220,788.579,233.800
2.391,1278.017,502.476,614.123,588.539,475.022,608.259,520.058,525.413,788.633,233.799
2.392,1277.558,502.502,614.103,588.583,475.093,608.372,520.072,525.606,788.686,233.797
2.393,1277.093,502.528,614.084,588.629,475.164,608.484,520.088,525.799,788.741,233.795
2.394,1276.624,502.554,614.066,588.675,475.235,608.597,520.105,525.992,788.796,233.793
2.395,1276.151,502.581,614.049,588.723,475.306,608.710,520.123,526.184,788.852,233.790
2.396,1275.672,502.607,614.033,588.772,475.378,608.824,520.143,526.376,788.908,233.788
2.397,1275.189,502.633,614.017,588.822,475.450,608.937,520.163,526.567,788.965,233.785
2.398,1274.701,502.659,614.002,588.873,475.522,609.052,520.184,526.759,789.023,233.782
2.399,1274.208,502.686,613.988,588.925,475.594,609.166,520.206,526.950,789.081,233.778
2.400,1273.710,502.712,613.975,588.979,475.667,609.280,520.229,527.141,789.140,233.775
2.401,1273.208,502.738,613.963,589.034,475.740,609.395,520.254,527.331,789.200,233.771
2.402,1272.701,502.765,613.951,589.090,475.813,609.510,520.279,527.521,789.260,233.767
2.403,1272.190,502.791,613.940,589.147,475.886,609.626,520.306,527.710,789.321,233.763
2.404,1271.674,502.818,613.931,589.205,475.960,609.742,520.333,527.900,789.382,233.759
2.405,1271.153,502.844,613.921,589.265,476.034,609.857,520.362,528.088,789.445,233.755
2.406,1270.628,502.871,613.913,589.325,476.108,609.974,520.391,528.277,789.507,233.750
2.407,1270.098,502.897,613.906,589.387,476.182,610.090,520.422,528.465,789.571,233.745
2.408,1269.563,502.924,613.899,589.450,476.256,610.207,520.454,528.652,789.635,233.741
2.409,1269.024,502.951,613.893,589.514,476.331,610.324,520.487,528.839,789.699,233.735
2.410,1268.480,502.977,613.888,589.580,476.406,610.441,520.520,529.026,789.765,233.730
2.411,1267.932,503.004,613.884,589.646,476.481,610.558,520.555,529.212,789.831,233.725
2.412,1267.379,503.031,613.881,589.714,476.556,610.676,520.591,529.398,789.897,233.719
2.413,1266.821,503.057,613.878,589.782,476.632,610.794,520.628,529.583,789.964,233.714
2.414,1266.259,503.084,613.877,589.852,476.708,610.912,520.666,529.768,790.032,233.708
2.415,1265.693,503.111,613.876,589.923,476.784,611.030,520.706,529.952,790.100,233.702
2.416,1265.122,503.138,613.876,589.996,476.860,611.149,520.746,530.136,790.169,233.696
2.417,1264.546,503.164,613.877,590.069,476.936,611.268,520.787,530.319,790.239,233.690
2.418,1263.966,503.191,613.878,590.144,477.013,611.387,520.829,530.501,790.309,233.684
2.419,1263.381,503.218,613.881,590.219,477.089,611.506,520.873,530.683,790.380,233.678
2.420,1262.793,503.245,613.884,590.296,477.167,611.625,520.917,530.865,790.452,233.671
2.421,1262.199,503.272,613.889,590.374,477.244,611.745,520.963,531.045,790.524,233.665
2.422,1261.601,503.299,613.894,590.453,477.321,611.865,521.009,531.226,790.596,233.658
2.423,1260.999,503.326,613.899,590.534,477.399,611.985,521.057,531.405,790.670,233.651
2.424,1260.392,503.353,613.906,590.615,477.477,612.105,521.106,531.584,790.744,233.644
2.425,1259.781,503.380,613.914,590.697,477.555,612.225,521.156,531.762,790.818,233.638
2.426,1259.166,503.407,613.922,590.781,477.633,612.346,521.206,531.940,790.893,233.631
2.427,1258.546,503.434,613.931,590.866,477.711,612.466,521.258,532.117,790.969,233.624
2.428,1257.921,503.461,613.942,590.952,477.790,612.587,521.311,532.293,791.045,233.617
2.429,1257.293,503.488,613.953,591.039,477.869,612.708,521.365,532.469,791.122,233.609
2.430,1256.660,503.515,613.964,591.127,477.948,612.829,521.420,532.644,791.200,233.602
2.431,1256.023,503.542,613.977,591.216,478.027,612.951,521.476,532.818,791.278,233.595
2.432,1255.381,503.569,613.991,591.306,478.106,613.072,521.533,532.992,791.357,233.588
2.433,1254.735,503.597,614.005,591.397,478.186,613.194,521.592,533.165,791.436,233.580
2.434,1254.085,503.624,614.020,591.490,478.265,613.316,521.651,533.337,791.516,233.573
2.435,1253.430,503.651,614.036,591.583,478.345,613.438,521.711,533.508,791.597,233.566
2.436,1252.772,503.678,614.053,591.678,478.425,613.560,521.773,533.679,791.678,233.558
2.437,1252.109,503.705,614.071,591.774,478.506,613.683,521.835,533.849,791.760,233.551
2.438,1251.441,503.733,614.089,591.871,478.586,613.805,521.898,534.018,791.842,233.543
2.439,1250.770,503.760,614.109,591.969,478.667,613.928,521.963,534.186,791.925,233.536
2.440,1250.094,503.787,614.129,592.067,478.748,614.050,522.028,534.354,792.009,233.529
2.441,1249.415,503.815,614.150,592.168,478.829,614.173,522.095,534.520,792.093,233.521
2.442,1248.730,503.842,614.172,592.269,478.910,614.296,522.163,534.686,792.177,233.514
2.443,1248.042,503.870,614.195,592.371,478.991,614.419,522.231,534.851,792.263,233.506
2.444,1247.350,503.897,614.219,592.474,479.073,614.543,522.301,535.015,792.348,233.499
2.445,1246.653,503.924,614.244,592.578,479.154,614.666,522.372,535.179,792.435,233.491
2.446,1245.953,503.952,614.269,592.684,479.236,614.789,522.443,535.341,792.522,233.484
2.447,1245.248,503.979,614.295,592.790,479.318,614.913,522.516,535.503,792.609,233.477
2.448,1244.539,504.007,614.322,592.897,479.400,615.037,522.590,535.664,792.698,233.469
2.449,1243.826,504.034,614.350,593.006,479.483,615.161,522.665,535.824,792.786,233.462
2.450,1243.109,504.062,614.379,593.115,479.565,615.285,522.741,535.983,792.876,233.455
2.451,1242.388,504.090,614.409,593.226,479.648,615.409,522.818,536.141,792.966,233.448
2.452,1241.663,504.117,614.439,593.337,479.731,615.533,522.896,536.298,793.056,233.441
2.453,1240.934,504.145,614.471,593.450,479.814,615.657,522.975,536.454,793.147,233.433
2.454,1240.201,504.172,614.503,593.563,479.897,615.781,523.055,536.610,793.239,233.426
2.455,1239.463,504.200,614.536,593.678,479.980,615.906,523.136,536.764,793.331,233.419
2.456,1238.722,504.228,614.570,593.793,480.064,616.030,523.218,536.918,793.423,233.413
2.457,1237.977,504.255,614.605,593.910,480.147,616.155,523.301,537.070,793.517,233.406
2.458,1237.228,504.283,614.640,594.027,480.231,616.280,523.385,537.222,793.610,233.399
2.459,1236.475,504.311,614.677,594.146,480.315,616.404,523.470,537.372,793.705,233.392
2.460,1235.718,504.339,614.714,594.265,480.399,616.529,523.556,537.522,793.800,233.386
2.461,1234.957,504.366,614.752,594.386,480.484,616.654,523.643,537.671,793.895,233.379
2.462,1234.192,504.394,614.791,594.507,480.568,616.779,523.731,537.818,793.991,233.373
2.463,1233.423,504.422,614.831,594.630,480.653,616.904,523.820,537.965,794.088,233.367
2.464,1232.650,504.450,614.872,594.753,480.737,617.029,523.910,538.111,794.185,233.361
2.465,1231.874,504.478,614.914,594.877,480.822,617.154,524.001,538.255,794.282,233.355
2.466,1231.094,504.506,614.956,595.003,480.907,617.280,524.093,538.399,794.380,233.349
2.467,1230.309,504.534,614.999,595.129,480.992,617.405,524.186,538.542,794.479,233.343
2.468,1229.521,504.562,615.043,595.256,481.078,617.530,524.280,538.683,794.578,233.337
2.469,1228.729,504.590,615.088,595.384,481.163,617.656,524.375,538.824,794.678,233.332
2.470,1227.934,504.618,615.134,595.513,481.249,617.781,524.471,538.963,794.778,233.326
2.471,1227.134,504.646,615.180,595.643,481.335,617.907,524.567,539.101,794.879,233.321
2.472,1226.331,504.674,615.228,595.774,481.420,618.033,524.665,539.239,794.980,233.316
2.473,1225.524,504.702,615.276,595.906,481.506,618.158,524.764,539.375,795.082,233.311
2.474,1224.714,504.730,615.325,596.039,481.593,618.284,524.864,539.510,795.185,233.306
2.475,1223.899,504.758,615.375,596.172,481.679,618.410,524.965,539.644,795.287,233.302
2.476,1223.081,504.786,615.426,596.307,481.765,618.535,525.066,539.777,795.391,233.297
2.477,1222.259,504.814,615.478,596.442,481.852,618.661,525.169,539.909,795.495,233.293
2.478,1221.434,504.842,615.530,596.578,481.939,618.787,525.273,540.040,795.599,233.289
2.479,1220.605,504.871,615.583,596.715,482.026,618.913,525.377,540.169,795.704,233.285
2.480,1219.772,504.899,615.637,596.853,482.113,619.039,525.483,540.298,795.809,233.281
2.481,1218.936,504.927,615.692,596.992,482.200,619.165,525.589,540.425,795.915,233.277
2.482,1218.096,504.955,615.748,597.132,482.287,619.291,525.697,540.551,796.022,233.274
2.483,1217.252,504.984,615.805,597.272,482.375,619.417,525.805,540.676,796.129,233.270
2.484,1216.405,505.012,615.862,597.414,482.462,619.543,525.914,540.800,796.236,233.267
2.485,1215.554,505.040,615.920,597.556,482.550,619.669,526.024,540.923,796.344,233.264
2.486,1214.700,505.069,615.979,597.699,482.638,619.795,526.135,541.045,796.452,233.262
2.487,1213.842,505.097,616.039,597.843,482.726,619.921,526.247,541.165,796.561,233.259
2.488,1212.980,505.126,616.100,597.988,482.814,620.047,526.360,541.284,796.670,233.257
2.489,1212.115,505.154,616.161,598.133,482.902,620.173,526.474,541.402,796.780,233.255
2.490,1211.247,505.183,616.223,598.280,482.990,620.299,526.589,541.519,796.891,233.253
2.491,1210.375,505.211,616.286,598.427,483.079,620.426,526.705,541.635,797.001,233.252
2.492,1209.500,505.240,616.350,598.575,483.168,620.552,526.821,541.750,797.113,233.250
2.493,1208.621,505.268,616.415,598.723,483.256,620.678,526.938,541.863,797.224,233.249
2.494,1207.739,505.297,616.480,598.873,483.345,620.804,527.057,541.975,797.337,233.248
2.495,1206.853,505.326,616.547,599.023,483.434,620.930,527.176,542.086,797.449,233.248
2.496,1205.964,505.354,616.614,599.174,483.523,621.056,527.296,542.196,797.562,233.247
2.497,1205.072,505.383,616.682,599.326,483.613,621.183,527.417,542.304,797.676,233.247
2.498,1204.176,505.412,616.750,599.479,483.702,621.309,527.539,542.412,797.790,233.247
2.499,1203.277,505.440,616.820,599.632,483.792,621.435,527.661,542.518,797.904,233.247
2.500,1202.374,505.469,616.890,599.786,483.881,621.561,527.785,542.623,798.019,233.248
2.501,1201.468,505.498,616.961,599.941,483.971,621.687,527.909,542.726,798.135,233.249
2.502,1200.559,505.527,617.033,600.096,484.061,621.813,528.035,542.829,798.250,233.250
2.503,1199.647,505.556,617.106,600.252,484.151,621.939,528.161,542.930,798.367,233.251
2.504,1198.731,505.585,617.179,600.409,484.241,622.065,528.288,543.030,798.483,233.253
2.505,1197.812,505.614,617.253,600.567,484.331,622.192,528.415,543.128,798.600,233.255
2.506,1196.890,505.643,617.328,600.725,484.422,622.318,528.544,543.226,798.718,233.257
2.507,1195.965,505.672,617.404,600.884,484.512,622.444,528.673,543.322,798.836,233.259
2.508,1195.036,505.701,617.481,601.044,484.603,622.570,528.804,543.416,798.954,233.262
2.509,1194.104,505.730,617.558,601.204,484.693,622.696,528.935,543.510,799.073,233.265
2.510,1193.169,505.759,617.636,601.365,484.784,622.822,529.066,543.602,799.192,233.268
2.511,1192.231,505.788,617.715,601.527,484.875,622.948,529.199,543.693,799.312,233.272
2.512,1191.290,505.817,617.795,601.689,484.966,623.074,529.333,543.783,799.432,233.276
2.513,1190.345,505.847,617.875,601.852,485.058,623.200,529.467,543.872,799.553,233.280
2.514,1189.397,505.876,617.956,602.016,485.149,623.326,529.602,543.959,799.674,233.285
2.515,1188.447,505.905,618.038,602.180,485.240,623.452,529.738,544.045,799.795,233.290
2.516,1187.493,505.934,618.121,602.345,485.332,623.577,529.874,544.130,799.917,233.295
2.517,1186.536,505.964,618.204,602.511,485.424,623.703,530.012,544.213,800.039,233.300
2.518,1185.576,505.993,618.288,602.677,485.515,623.829,530.150,544.295,800.161,233.306
2.519,1184.613,506.023,618.373,602.844,485.607,623.955,530.289,544.376,800.284,233.312
2.520,1183.647,506.052,618.459,603.011,485.699,624.081,530.429,544.455,800.407,233.318
2.521,1182.679,506.082,618.545,603.179,485.791,624.206,530.569,544.534,800.531,233.325
2.522,1181.707,506.111,618.632,603.347,485.884,624.332,530.710,544.611,800.655,233.332
2.523,1180.732,506.141,618.720,603.517,485.976,624.458,530.852,544.686,800.779,233.340
2.524,1179.754,506.170,618.809,603.686,486.068,624.583,530.995,544.761,800.904,233.347
2.525,1178.773,506.200,618.898,603.856,486.161,624.709,531.138,544.834,801.029,233.355
2.526,1177.790,506.230,618.988,604.027,486.254,624.834,531.283,544.905,801.155,233.364
2.527,1176.803,506.259,619.079,604.198,486.347,624.960,531.427,544.976,801.281,233.373
2.528,1175.813,506.289,619.170,604.370,486.440,625.085,531.573,545.045,801.407,233.382
2.529,1174.821,506.319,619.262,604.542,486.533,625.211,531.719,545.113,801.534,233.391
2.530,1173.826,506.349,619.355,604.715,486.626,625.336,531.866,545.179,801.661,233.401
2.531,1172.828,506.379,619.449,604.889,486.719,625.461,532.014,545.244,801.788,233.411
2.532,1171.827,506.409,619.543,605.063,486.812,625.587,532.162,545.308,801.916,233.422
2.533,1170.823,506.439,619.638,605.237,486.906,625.712,532.311,545.371,802.044,233.432
2.534,1169.817,506.469,619.734,605.412,486.999,625.837,532.461,545.432,802.172,233.444
2.535,1168.808,506.499,619.830,605.587,487.093,625.962,532.612,545.492,802.301,233.455
2.536,1167.796,506.529,619.927,605.763,487.187,626.087,532.763,545.551,802.430,233.467
2.537,1166.781,506.559,620.025,605.939,487.281,626.212,532.914,545.608,802.559,233.479
2.538,1165.764,506.589,620.124,606.116,487.375,626.337,533.067,545.664,802.689,233.492
2.539,1164.744,506.620,620.223,606.293,487.469,626.462,533.220,545.719,802.819,233.505
2.540,1163.721,506.650,620.323,606.471,487.563,626.587,533.373,545.772,802.949,233.519
2.541,1162.696,506.680,620.423,606.649,487.658,626.712,533.528,545.824,803.080,233.532
2.542,1161.668,506.711,620.524,606.827,487.752,626.837,533.683,545.875,803.211,233.547
2.543,1160.637,506.741,620.626,607.006,487.847,626.961,533.838,545.924,803.342,233.561
2.544,1159.603,506.772,620.729,607.185,487.941,627.086,533.994,545.973,803.473,233.576
2.545,1158.568,506.802,620.832,607.365,488.036,627.211,534.151,546.019,803.605,233.592
2.546,1157.529,506.833,620.936,607.545,488.131,627.335,534.309,546.065,803.737,233.607
2.547,1156.488,506.863,621.040,607.725,488.226,627.460,534.467,546.109,803.870,233.623
2.548,1155.444,506.894,621.146,607.906,488.321,627.584,534.625,546.152,804.003,233.640
2.549,1154.398,506.925,621.251,608.088,488.416,627.709,534.784,546.194,804.136,233.657
2.550,1153.350,506.956,621.358,608.269,488.511,627.833,534.944,546.234,804.269,233.674
2.551,1152.298,506.986,621.465,608.451,488.607,627.957,535.104,546.273,804.403,233.692
2.552,1151.245,507.017,621.573,608.633,488.702,628.082,535.265,546.311,804.537,233.710
2.553,1150.189,507.048,621.681,608.816,488.798,628.206,535.427,546.347,804.671,233.728
2.554,1149.130,507.079,621.790,608.999,488.894,628.330,535.589,546.382,804.805,233.747
2.555,1148.069,507.110,621.900,609.182,488.989,628.454,535.751,546.416,804.940,233.767
2.556,1147.006,507.141,622.010,609.365,489.085,628.578,535.914,546.449,805.075,233.786
2.557,1145.940,507.173,622.121,609.549,489.181,628.702,536.078,546.480,805.210,233.806
2.558,1144.872,507.204,622.232,609.733,489.277,628.826,536.242,546.510,805.346,233.827
2.559,1143.802,507.235,622.344,609.918,489.374,628.950,536.407,546.538,805.481,233.848
2.560,1142.729,507.266,622.457,610.103,489.470,629.073,536.572,546.566,805.617,233.869
2.561,1141.654,507.298,622.570,610.287,489.566,629.197,536.737,546.592,805.753,233.891
2.562,1140.576,507.329,622.684,610.473,489.663,629.321,536.904,546.616,805.890,233.913
2.563,1139.497,507.361,622.799,610.658,489.760,629.444,537.070,546.640,806.027,233.936
2.564,1138.415,507.392,622.914,610.844,489.856,629.568,537.237,546.662,806.164,233.959
2.565,1137.331,507.424,623.030,611.030,489.953,629.691,537.405,546.683,806.301,233.982
2.566,1136.244,507.456,623.146,611.216,490.050,629.814,537.573,546.703,806.438,234.006
2.567,1135.156,507.487,623.263,611.402,490.147,629.938,537.742,546.721,806.576,234.030
2.568,1134.065,507.519,623.380,611.589,490.244,630.061,537.911,546.738,806.714,234.055
2.569,1132.972,507.551,623.498,611.776,490.341,630.184,538.080,546.754,806.852,234.080
2.570,1131.876,507.583,623.617,611.963,490.439,630.307,538.250,546.769,806.990,234.106
2.571,1130.779,507.615,623.736,612.150,490.536,630.430,538.420,546.782,807.128,234.132
2.572,1129.680,507.647,623.855,612.337,490.634,630.553,538.591,546.794,807.267,234.158
2.573,1128.578,507.679,623.976,612.525,490.731,630.676,538.762,546.805,807.406,234.185
2.574,1127.475,507.711,624.096,612.713,490.829,630.799,538.934,546.815,807.545,234.212
2.575,1126.369,507.743,624.218,612.901,490.927,630.922,539.106,546.823,807.684,234.240
2.576,1125.261,507.776,624.339,613.089,491.025,631.045,539.278,546.830,807.824,234.268
2.577,1124.151,507.808,624.462,613.277,491.123,631.167,539.451,546.836,807.963,234.297
2.578,1123.039,507.840,624.585,613.465,491.221,631.290,539.624,546.841,808.103,234.326
2.579,1121.926,507.873,624.708,613.653,491.319,631.413,539.797,546.844,808.243,234.355
2.580,1120.810,507.905,624.832,613.842,491.417,631.535,539.971,546.846,808.383,234.385
2.581,1119.692,507.938,624.957,614.030,491.516,631.657,540.146,546.847,808.524,234.415
2.582,1118.572,507.971,625.082,614.219,491.614,631.780,540.320,546.847,808.664,234.446
2.583,1117.451,508.003,625.207,614.408,491.713,631.902,540.495,546.846,808.805,234.477
2.584,1116.327,508.036,625.333,614.597,491.811,632.024,540.670,546.843,808.946,234.509
2.585,1115.202,508.069,625.460,614.786,491.910,632.146,540.846,546.839,809.087,234.541
2.586,1114.075,508.102,625.587,614.975,492.009,632.269,541.022,546.834,809.228,234.573
2.587,1112.945,508.135,625.714,615.164,492.108,632.391,541.198,546.828,809.369,234.606
2.588,1111.814,508.168,625.842,615.353,492.207,632.513,541.375,546.820,809.511,234.639
2.589,1110.682,508.201,625.971,615.542,492.306,632.634,541.552,546.812,809.652,234.673
2.590,1109.547,508.235,626.100,615.731,492.405,632.756,541.729,546.802,809.794,234.707
2.591,1108.411,508.268,626.229,615.921,492.505,632.878,541.906,546.791,809.936,234.742
2.592,1107.272,508.301,626.359,616.110,492.604,633.000,542.084,546.779,810.078,234.777
2.593,1106.133,508.335,626.489,616.299,492.704,633.121,542.262,546.766,810.220,234.813
2.594,1104.991,508.368,626.620,616.488,492.803,633.243,542.440,546.751,810.362,234.849
2.595,1103.848,508.402,626.751,616.677,492.903,633.364,542.619,546.736,810.505,234.885
2.596,1102.703,508.435,626.883,616.867,493.003,633.486,542.798,546.719,810.647,234.922
2.597,1101.556,508.469,627.015,617.056,493.103,633.607,542.977,546.701,810.790,234.959
2.598,1100.408,508.503,627.148,617.245,493.203,633.729,543.156,546.682,810.932,234.997
2.599,1099.258,508.537,627.281,617.434,493.303,633.850,543.336,546.662,811.075,235.035
2.600,1098.106,508.571,627.414,617.623,493.403,633.971,543.515,546.641,811.218,235.074
2.601,1096.953,508.605,627.548,617.812,493.503,634.092,543.695,546.618,811.361,235.113
2.602,1095.798,508.639,627.682,618.001,493.603,634.213,543.875,546.595,811.504,235.152
2.603,1094.642,508.673,627.817,618.190,493.704,634.334,544.056,546.570,811.647,235.192
2.604,1093.484,508.708,627.952,618.379,493.804,634.455,544.236,546.545,811.790,235.233
2.605,1092.324,508.742,628.088,618.567,493.905,634.576,544.417,546.518,811.934,235.273
2.606,1091.163,508.776,628.224,618.756,494.006,634.697,544.598,546.490,812.077,235.315
2.607,1090.001,508.811,628.360,618.945,494.106,634.818,544.779,546.461,812.220,235.356
2.608,1088.837,508.846,628.497,619.133,494.207,634.938,544.960,546.431,812.364,235.399
2.609,1087.672,508.880,628.634,619.321,494.308,635.059,545.142,546.400,812.508,235.441
2.610,1086.505,508.915,628.772,619.509,494.409,635.180,545.323,546.368,812.651,235.484
2.611,1085.337,508.950,628.909,619.697,494.510,635.300,545.505,546.335,812.795,235.527
2.612,1084.167,508.985,629.048,619.885,494.612,635.420,545.687,546.301,812.939,235.571
2.613,1082.996,509.020,629.186,620.073,494.713,635.541,545.869,546.266,813.083,235.616
2.614,1081.824,509.055,629.325,620.260,494.814,635.661,546.051,546.229,813.226,235.660
2.615,1080.650,509.090,629.465,620.448,494.916,635.781,546.233,546.192,813.370,235.706
2.616,1079.475,509.125,629.604,620.635,495.017,635.902,546.415,546.154,813.514,235.751
2.617,1078.298,509.161,629.744,620.822,495.119,636.022,546.597,546.114,813.658,235.797
2.618,1077.121,509.196,629.885,621.009,495.221,636.142,546.780,546.074,813.802,235.844
2.619,1075.942,509.232,630.025,621.195,495.322,636.262,546.962,546.033,813.946,235.890
2.620,1074.762,509.267,630.167,621.382,495.424,636.382,547.145,545.991,814.090,235.938
2.621,1073.580,509.303,630.308,621.568,495.526,636.502,547.327,545.947,814.234,235.986
2.622,1072.398,509.339,630.450,621.754,495.628,636.622,547.510,545.903,814.378,236.034
2.623,1071.214,509.375,630.592,621.940,495.730,636.742,547.693,545.858,814.522,236.082
2.624,1070.029,509.411,630.734,622.125,495.833,636.861,547.876,545.812,814.667,236.131
2.625,1068.843,509.447,630.877,622.311,495.935,636.981,548.058,545.765,814.811,236.181
2.626,1067.656,509.483,631.020,622.496,496.037,637.101,548.241,545.717,814.955,236.231
2.627,1066.467,509.519,631.163,622.681,496.140,637.220,548.424,545.668,815.099,236.281
2.628,1065.278,509.555,631.306,622.865,496.242,637.340,548.607,545.618,815.243,236.332
2.629,1064.087,509.592,631.450,623.049,496.345,637.459,548.790,545.567,815.387,236.383
2.630,1062.896,509.628,631.594,623.233,496.447,637.579,548.973,545.516,815.531,236.434
